tweet_id,date,username,num_liked,tweet_text,is_retweet
1467933048,Mon Apr 06 22:52:39 PDT 2009,USERID_5,3184,@alejandralei i dont think i can cause its my cousins birthday party ,False
1467933102,Mon Apr 06 22:52:42 PDT 2009,USERID_2,625,"Our sweet little man just fell asleep while waiting up for daddy and big brother to get home!  Poor baby, he missed them so much today!",True
1467933112,Mon Apr 06 22:52:40 PDT 2009,USERID_9,3523,the angel is going to miss the athlete this weekend ,True
1467933295,Mon Apr 06 22:52:44 PDT 2009,USERID_1,6234,trust is hard ,False
1467933494,Mon Apr 06 22:52:47 PDT 2009,USERID_10,6958,have watched that considering today. yaknow. shawnna tomomorrow;i need my bestfriend ,True
1467933623,Mon Apr 06 22:52:50 PDT 2009,USERID_3,2239,Grr i want to keep reading but if i do i wont have anything left to read ,False
1467933662,Mon Apr 06 22:52:50 PDT 2009,USERID_5,5510,"atekinzz, where in the world are you?? ",True
1467933685,Mon Apr 06 22:52:51 PDT 2009,USERID_6,8653,@RumLover No! u supposed to be my date ,False
1467934004,Mon Apr 06 22:52:56 PDT 2009,USERID_1,6170,"pears &amp; Brie, bottle of Cabernet, and &quot;Win a Date With Tad Hamilton&quot;... oh gawwd my life flashed forward to when I'm 40 with my 75 cats ",False
1467934184,Mon Apr 06 22:52:59 PDT 2009,USERID_9,8463,Crap. I need more dresses too. ,False
1467934481,Mon Apr 06 22:53:04 PDT 2009,USERID_5,7982,@kaeeeep yeah! i know! it was horrible!!!! ugh. saddening. ,True
1467934606,Mon Apr 06 22:53:06 PDT 2009,USERID_10,7842,@Brodhe geez ur no fun are you ,True
1467935121,Mon Apr 06 22:53:14 PDT 2009,USERID_2,8740,I wanna be in a punk rock band again ,True
1467935189,Mon Apr 06 22:53:15 PDT 2009,USERID_10,4191,@jyesmith That's a lot of angst for a Tuesday afternoon ,False
1467935271,Mon Apr 06 22:53:19 PDT 2009,USERID_5,6982,I'm very glad Britney isn't crazy anymore! That was one hell of a show! Now I'm sad that it's over.  Next up...AP at Cook County!,False
1467935345,Mon Apr 06 22:53:18 PDT 2009,USERID_9,2980,has a huuuge headache! omg I feel like crap! ,True
1467936498,Mon Apr 06 22:53:39 PDT 2009,USERID_5,313,@Anistorm Sorry ,False
1467936541,Mon Apr 06 22:53:40 PDT 2009,USERID_5,2821,@cleders sorry...i was rooting for them too... ,False
1467936901,Mon Apr 06 22:53:47 PDT 2009,USERID_5,9181,"Man, that took forever. ",False
1467937038,Mon Apr 06 22:53:49 PDT 2009,USERID_3,5684,@shandasaurus  I see.,False
1467937128,Mon Apr 06 22:53:50 PDT 2009,USERID_8,9343,I am listing more items on ebay to sell!  Takes forever..meanwhile Coleman is watching The Hills season premier without me.. ,True
1467937189,Mon Apr 06 22:53:52 PDT 2009,USERID_7,3442,"Just got my presentation done, 23 slides done...  I'm crying for this week will be the hardest of all weeks.",False
1467937250,Mon Apr 06 22:53:53 PDT 2009,USERID_3,4415,Just lost $160 ,True
1467937393,Mon Apr 06 22:53:55 PDT 2009,USERID_10,9361,I don't like the previously on skins thing that starts at season two. I like it when it went straight into the intro like before ,True
1467942658,Mon Apr 06 22:55:25 PDT 2009,USERID_7,615,Going to sound vain... but running out of my fav lip gloss ,True
1467943007,Mon Apr 06 22:55:30 PDT 2009,USERID_2,9000,"@stuiy never again will I click on a link that screams, &quot;I'm a spider, I'm a spider&quot;. I should have known better. yucky ",True
1467943375,Mon Apr 06 22:55:37 PDT 2009,USERID_3,3647,Why is that when you have time off from work you get sick? ,True
1467943526,Mon Apr 06 22:55:40 PDT 2009,USERID_6,7674,@pratama Same iMac came out $320 more in Indonesia than the States. ,True
1467943851,Mon Apr 06 22:55:48 PDT 2009,USERID_6,1658,Dammit... I need to stop buying furniture ,True
1467943966,Mon Apr 06 22:55:48 PDT 2009,USERID_10,6623,@Miss_Sil no i was half asleep and turned off the laptop after that ,True
1467944261,Mon Apr 06 22:55:53 PDT 2009,USERID_1,7023,"Death is peaceful,  life however, bites ",False
1467944317,Mon Apr 06 22:55:54 PDT 2009,USERID_3,7476, i think @JonathanRKnight lost the net ? sure hope not,True
1467944552,Mon Apr 06 22:56:00 PDT 2009,USERID_8,6151,"http://is.gd/r8Zf,  http://is.gd/r8Zy, and  http://is.gd/r8ZG - test footage with my girlfriend (in HD) The dark one is underxposed ",True
