tweet_id,date,username,num_liked,tweet_text,is_retweet
1467881373,Mon Apr 06 22:38:18 PDT 2009,USERID_6,8615,Whinging. My client&amp;boss don't understand English well. Rewrote some text unreadable. It's written by v. good writer&amp;reviewed correctly. ,True
1467881376,Mon Apr 06 22:38:20 PDT 2009,USERID_4,4378,@huntermoore I don't want him to ever punch me.  ,True
1467881457,Mon Apr 06 22:38:20 PDT 2009,USERID_7,119,sooo sick of the snow  ughh,True
Mon Apr 06 22:38:20 PDT 2009,3606,@ITS_NEMESIS ------- ,False
1467881686,Mon Apr 06 22:38:24 PDT 2009,USERID_5,8136,@LoveMeagan it doesn't work your fan is upset ,False
1467881809,Mon Apr 06 22:38:26 PDT 2009,USERID_4,1797,I would like to apologize for the repeated Video Games Live related tweets. I am going to have a stern discussion with Koodo soon. Stern. ,True
1467881897,Mon Apr 06 22:38:30 PDT 2009,USERID_5,2314,@zaydia but i cant figure out how to get there / back / pay for a hotel etc ,True
1467881920,Mon Apr 06 22:38:28 PDT 2009,USERID_3,4101,"FML: So much for seniority, bc of technological ineptness, I now have to &quot;register&quot; for classes AGAIN ",True
1467882140,Mon Apr 06 22:38:32 PDT 2009,USERID_8,5320,feels like she slept the day away.    Not looking forward to any more bouts with my gallbladder.  At least I have pills now for the pain.,True
1467882491,Mon Apr 06 22:38:37 PDT 2009,USERID_10,3512,@ThaStevieG but what I really want is my old bass back ,False
1467882592,Mon Apr 06 22:38:39 PDT 2009,USERID_10,1887,Mad tired today... Callin it in early tonight  nighty night twittas,True
1467882902,Mon Apr 06 22:38:44 PDT 2009,USERID_3,4646,"@LevenRambin: Take it easy, and be good to you. ",True
1467888679,Mon Apr 06 22:40:15 PDT 2009,USERID_8,3089,I'm afraid I had bad code. ,True
1467888732,Mon Apr 06 22:40:18 PDT 2009,USERID_7,2800,Think I'm going to bed. Goodniight. I hate this ,False
1467888953,Mon Apr 06 22:40:20 PDT 2009,USERID_3,3951,"@riancurtis  i'm here, friend, and i love you.",False
1467889231,Mon Apr 06 22:40:24 PDT 2009,USERID_5,1320,@kariajay  All this time you didn't notice I was gone...just needed DB2 is it??,False
1467889251,Mon Apr 06 22:40:24 PDT 2009,2492,@aaronrva is in the bathroom and i have to pee!    ,False
1467889334,Mon Apr 06 22:40:26 PDT 2009,USERID_5,8495,@ashleyskyy but I wanted a margarita too! ,False
1467889574,Mon Apr 06 22:40:30 PDT 2009,USERID_1,4696,@KourtneyKardash yup night workouts r the worst but unfortunetly my work schedule only allows me to go at night  its tough!,True
1467889791,Mon Apr 06 22:40:33 PDT 2009,USERID_5,4027,Just called Hillsong again - they said they couldn't tell me where I was on the waiting list - I don't know if it's looking so good ,True
1467889988,Mon Apr 06 22:40:36 PDT 2009,USERID_2,7394,"has 0g of milky bar left, and around 200ml of coke ",True
1467890079,Mon Apr 06 22:40:38 PDT 2009,USERID_8,2556,@jokerrrr It stillllll hasn't arrived ,False
1467890222,Mon Apr 06 22:40:40 PDT 2009,USERID_2,227,@karenucol ah! I bet it does I've been like craving to play softball or basketball !!! But I have noo time ,True
1467890723,Mon Apr 06 22:40:48 PDT 2009,USERID_1,96,Is terrified she accidentally deleted a reference in her management assignment and hopes she doesnt get in trouble when she gets back ,False
1467891826,Mon Apr 06 22:41:07 PDT 2009,USERID_9,2021,amazon s3 plugin not worked in my website . it need PHP 5 . but my hosting provider has only PHP 4.4  . very sad.,True
1467891880,Mon Apr 06 22:41:06 PDT 2009,USERID_7,6847,"Argh! I was suuuper sleepy an hour ago, now I'm wide awake.  Hope I don't stay up all night. :-/",False
1467892075,Mon Apr 06 22:41:09 PDT 2009,USERID_6,2816,"@austinhill I wish I was!  Sold out   If you have some time let me know, I would love to hear more about what you are up to!",False
1467892419,Mon Apr 06 22:41:15 PDT 2009,5754,Just watched tropic thunder. Dreading tomorrow ,True
1467892515,Mon Apr 06 22:41:16 PDT 2009,USERID_5,917,@qweendassah no...he's still miss'n... ,False
1467892667,Mon Apr 06 22:41:19 PDT 2009,USERID_2,8270,ChiefDelphi is down ,False
1467892720,Mon Apr 06 22:41:20 PDT 2009,USERID_3,3227,"http://twitpic.com/2y2wr - according to my bro, our new puppy had a poo fight and was covered in poop  (picture stolen from him)",False
